단원,단어,뜻
28 단원,in the long run,"결국, 마침내"
28 단원,put together,~을 합하다; ~을 조립하다; ~을 준비하다[만들다]
28 단원,be dedicated to,~에 전념하다
28 단원,commit oneself to,~에 전념[헌신]하다
28 단원,have ~ in mind,~을 염두에 두다[생각하다]
28 단원,scale up,(크기·규모를) 확대하다[늘리다]
29 단원,ultimate,"궁극적인, 최후의; 근본[기본]적인; 궁극의 것, 최종 결과; 근본 원리"
29 단원,threaten,위협[협박]하다
29 단원,impulse,"충동, 자극; 충격"
29 단원,urge,"재촉[촉구]하다; 강요하다; 격려[권유]하다; (강한) 욕구, 충동"
29 단원,irrelevant,"무관한, 부적절한"
29 단원,manuscript,원고; 필사본
29 단원,pivotal,"회전축의; 중추적인, 중요한"
29 단원,ally,"동맹국; (pl.)연합국; 동맹[협력]자; 동맹을 맺다, 연합하다"
29 단원,hindrance,"방해, 저해; 장애물"
29 단원,obstacle,"장애(물), 방해(물)"
29 단원,sculptor,조각가
29 단원,aspirational,열망[대망]의
29 단원,tropic,회귀선(回歸線); (pl.)열대지방; 열대의
29 단원,conversion,"전환, 개조; 개종"
29 단원,paralysis,"마비; 중풍; 무(기)력, 불능"
29 단원,cuisine,요리; 요리법
29 단원,pitfall,함정; 위험[곤란]
29 단원,endeavor,"노력, 시도; 노력하다, 시도하다"
29 단원,endear,~의 사랑[호감]을 받게 하다
29 단원,futile,"헛된, 무익한"
29 단원,fertile,"(땅이) 비옥한, 기름진; (사람·동식물이) 번식력이 있는, 다산인"
29 단원,fragment,"(부서진) 조각, 파편; 단편; 산산이 부서지다"
29 단원,fragrant,향기로운; 방향성의
29 단원,secure,"안전한, 튼튼한; 안심[확신]하는; 보증된, 걱정 없는; 안전하게 하다, 고정시키다; 얻어 내다, 확보[획득]하다"
29 단원,in turn,차례차례; 결국[결과적으로]
29 단원,range from ~ to ...,(범위가) ~에서 …까지 이르다
29 단원,be in charge of,~을 담당하다[맡다]
29 단원,have to do with,~과 관계가 있다
29 단원,try out,~을 시도[시험]해 보다
29 단원,set aside,"~을 떼어 놓다, 따로 두다; ~을 고려하지 않다[무시하다]"
30 단원,assumption,"가정, 추정; 떠맡기, 인수"
30 단원,inference,"추론, 추리; 추정; 함축된 의미"
30 단원,deny,"부인[부정]하다; 거절하다, 주지 않다"
30 단원,maintenance,유지; 보수 (관리)
30 단원,reference,"언급 (대상); 참고, 참조; 문의, 조회"
30 단원,assert,"주장[옹호]하다, 단언하다"
30 단원,marginalize,사회에서 소외하다
30 단원,paradoxical,역설적인; 모순된
30 단원,overlap,"겹치다, 겹쳐지다; 중복되다; 중복 (부분)"
30 단원,misperception,"오인, 오해"
30 단원,dazzle,눈부시게 하다; 현혹시키다; 눈부심; 현혹
30 단원,precedent,"선례, 전례; 관례"
30 단원,alteration,"변경, 개조; 변화"
30 단원,retention,"보유, 유지; 기억; 기억력"
30 단원,induce,설득[권유]하다; 유발[초래]하다
30 단원,trigger,"(사건·반응 등을) 유발하다; (방아쇠를) 당기다; 계기, 도화선; 방아쇠"
30 단원,obsess,"사로잡다, 집착하게 하다"
30 단원,obese,"비만의, 뚱뚱한"
30 단원,ratio,"비율, 비(比)"
30 단원,ration,배급[할당]하다; 배급[할당]량
30 단원,dismay,"경악, 당황; 실망; 당황하게 만들다; 크게 실망시키다"
30 단원,fuse,"녹이다, 융해하다; 결합[융합]되다[시키다]; (폭약의) 도화선; 퓨즈"
30 단원,fuss,"호들갑, 야단법석; 법석[호들갑]을 떨다"
30 단원,plain,"분명한, 명백한; 간단한, 알기 쉬운; 솔직한, 숨김[꾸밈]없는; 평범한, 소박한; (pl.)평원, 평지"
30 단원,look up,(정보 등을) 찾아보다; 올려다보다
30 단원,resort to,~에 의지하다[기대다]; ~에 호소하다
30 단원,be in one’s shoes,~의 입장이 되어 (보다)
30 단원,hold on to,~을 고수하다[지키다]; ~을 계속 보유하다
30 단원,turn into,"~으로 변하다, ~이 되다"
30 단원,set forth,"출발하다, (여행길에) 오르다; (의견을) 말하다[발표하다]"
31 단원,fundamental,근본[기본]적인; 중요[주요]한; 근본[기본]; 원칙
31 단원,stimulus,"자극, 격려; 자극제(pl. stimuli)"
31 단원,endemic,"지방 특유의, 풍토성의; 지방병, 풍토병"
31 단원,influential,영향력 있는; 유력한; 영향력을 가진 사람
31 단원,peasant,"농부, 소작농; 농민의"
31 단원,permanent,영구[영속]적인
31 단원,fleeting,잠깐의; 덧없는
31 단원,multitude,"다수, 대량; 군중, 많은 사람"
31 단원,deception,"속임(수), 기만; 사기"
31 단원,integrity,"성실, 정직, 청렴; 완전(한 상태)"
31 단원,premise,"전제, 가정; 전제로 하다, 가정하다"
31 단원,humiliate,"굴욕감을 느끼게 하다, 창피를 주다"
31 단원,deteriorate,"나빠지다, 악화되다[시키다]"
31 단원,proprietary,소유(자)의; 독점의
31 단원,meadow,"목초지, 초원"
31 단원,procession,"행렬, 행진; 진행"
31 단원,wage,"임금, 급료; (전쟁·투쟁을) 행하다"
31 단원,council,"회의; (지방) 의회, 협의회"
31 단원,counsel,"상담, 의논; 조언, 충고; 상담하다; 조언하다, 충고하다"
31 단원,commerce,상업; 무역
31 단원,commence,시작되다[하다]
31 단원,fright,"공포, 경악"
31 단원,freight,화물; 화물 운송; 화물을 싣다; 운송하다
31 단원,plot,"줄거리, 구상; 음모, 계략; 작은 땅, 대지; 줄거리를 만들다; 음모를 꾸미다"
31 단원,rule out,~을 제외시키다[배제하다]; ~을 불가능하게 하다
31 단원,for the benefit of,"~를 위하여, ~의 이익을 위하여"
31 단원,on behalf of,~를 대신[대표]하여; ~를 위하여
31 단원,pass away,사망하다; (존재하던 것이) 없어지다
31 단원,wear out,"닳다, ~을 닳게 하다; ~을 지치게 하다"
31 단원,settle in,(새집·직장 등에) 적응하다
32 단원,representation,"묘사, 표현; 대리, 대표; 초상(화), 이미지"
32 단원,disaster,"재난, 재해; 불행; 큰 실패"
32 단원,violate,"위반하다, 어기다; 침해하다, 침입하다"
32 단원,mediation,"조정[중재], 매개; 화해"
32 단원,victim,"희생(자), 피해자; 제물"
32 단원,offender,"범죄자, 위반자"
32 단원,candidate,후보[출마자]; 지원자
32 단원,intervene,"개입하다, 중재[조정]하다; (사이에) 끼어들다"
32 단원,physiology,생리학; 생리 (기능)
32 단원,poisonous,"독이 든, 유독[유해]한"
32 단원,prevalent,"널리 퍼진, 유행하고 있는; 우세한, 유력한"
32 단원,antibiotic,"항생제, 항생 물질; 항생 작용의"
32 단원,soothe,"달래다, 진정시키다; (고통 등을) 덜어 주다"
32 단원,startle,"깜짝 놀라게 하다, 깜짝 놀라다"
32 단원,barter,"물물 교환하다, 교역하다; 물물 교환, 교역"
32 단원,adhere,"들러붙다, 부착하다; 집착하다, 고수하다"
32 단원,flake,"얇은 조각, 파편; 벗겨지다; 떨어지다"
32 단원,detest,"몹시 싫어하다, 혐오하다"
32 단원,detect,"찾아내다, 발견하다; 감지[탐지]하다"
32 단원,regain,"되찾다, 회복하다; 되돌아가다, 복귀하다"
32 단원,retain,보유[유지]하다; 기억해 두다
32 단원,suppress,"억누르다, 진압하다; 금지[폐지]하다; 숨기다, 은폐하다"
32 단원,surpass,"~보다 낫다, 능가하다; (범위·한계에서) 넘다"
32 단원,sheer,"순전한, 완전한; (직물이) 비치는, 매우 얇은; 깎아지른 듯한, 몹시 가파른"
32 단원,put ~ in perspective,~을 전체적인 시야에서 보다
32 단원,set out,"출발하다, (여행을) 시작하다; 착수하다"
32 단원,be true for,~에 해당하다[적용되다]
32 단원,identify with,~와 동일시하다[동질감을 갖다]
32 단원,be engaged in,"~에 몰두하다, ~으로 바쁘다; ~에 종사하다"
32 단원,slip one’s mind,"잊어버리다, 생각나지 않다"
33 단원,agent,"대리[중개]인; 행위자, 주체; 첩자, 스파이; 요인, 동인(動因)"
33 단원,emphasis,"강조, 역설; 주안점"
33 단원,accommodate,"숙박시키다, 수용하다; 편의를 도모하다; (환경 등에) 적응하다[시키다]"
33 단원,constitution,"구성, 구조, 조직; 체질, 성질; 헌법; 규약"
33 단원,certificate,증명서; 자격증; 인증하다; 증명서를 주다
33 단원,magnitude,"(큰) 규모, 크기; 중요성; 위대함"
33 단원,restriction,"제한[한정]; 제약, 규정"
33 단원,constraint,"강제, 압박; 제한, 속박"
33 단원,primitive,"원시 (시대)의, 원시적인; 유치한, 소박한"
33 단원,straightforward,"똑바른, 똑바로 향한; 정직한, 솔직한; 간단한, 쉬운"
33 단원,outweigh,"~보다 중요하다, 능가하다; ~보다 무겁다[크다]"
33 단원,override,"~보다 우위에 서다, ~에 우선하다; 무시하다; 무효화하다"
33 단원,deed,"행위[행동]; 공적, 위업"
33 단원,arbitrary,"임의의, 제멋대로인; 독단적인, 전제적인"
33 단원,specify,"명시하다, 명확히[구체적으로] 말하다"
33 단원,burrow,"(토끼 등의) 굴, 은신처; (구멍·굴을) 파다"
33 단원,imprison,투옥[수감]하다; 감금하다
33 단원,emergency,비상[긴급] 사태
33 단원,emergence,"발생, 출현; 탈출"
33 단원,devour,"게걸스레 먹다; 집어삼키다, 파괴하다"
33 단원,detour,"우회; 우회로; 둘러 가다, 우회하다"
33 단원,banish,"추방하다, 유배를 보내다; 쫓아 버리다; (걱정 등을) 덜어 없애다"
33 단원,vanish,"사라지다, 자취를 감추다"
33 단원,stake,"말뚝, 화형대; 이해관계; (내기·도박 등에) 건 돈; (pl.)상금; 말뚝에 매다; (돈·생명 등을) 걸다"
33 단원,rest on,~에 기초하다; ~에 달려 있다[의지하다]
33 단원,settle down,정착하다; 진정되다[시키다]
33 단원,in a snap,"순식간에, 당장에"
33 단원,squeeze in,~을 위한 짬을 내다; ~에 비집고 들어가다
33 단원,break into,~에 침입하다; (갑자기) ~하기 시작하다
33 단원,trace back to,기원을 ~로 거슬러 추적하다
34 단원,evaluate,평가[감정]하다
34 단원,glow,"불빛; 빛나다, 빛을 내다; 홍조; 상기되다, 발개지다"
34 단원,compensate,보상하다; 보충[벌충]하다; (보수·급료를) 지불하다
34 단원,crack,"금; 날카로운 소리; 금이 가다, 금이 가게 하다; 날카로운 소리를 내다"
34 단원,copyright,저작권[판권]; 저작권[판권]이 있는; 저작권으로 보호하다
34 단원,metabolic,(신진) 대사의
34 단원,spice,"양념, 향신료; 흥취, 묘미; 양념을 치다"
34 단원,rage,"격노, 분노; (비·바람 등의) 격렬, 맹렬; 격노하다; 사납게 휘몰아치다"
34 단원,diagnose,(병을) 진단하다; (문제 등의) 원인을 분석하다
34 단원,propel,"나아가게 하다, 추진하다; 촉구하다, 몰아대다"
34 단원,assault,"공격, 폭행; 공격하다, 폭행하다"
34 단원,imposition,"부과, 과하기; 부과물; 세금; 부담[짐]"
34 단원,spectator,"관중, 구경꾼; 방관자"
34 단원,carbohydrate,탄수화물
34 단원,nasty,"더러운, 불결한; (맛·냄새 등이) 메스꺼운, 역겨운; 심술궂은, 악의가 있는"
34 단원,foul,"더러운, 불결한; 상스러운; 반칙의, 부정한; 더럽히다; 부패하다; 반칙을 범하다; 반칙, 부정행위"
34 단원,nomad,유목민; 방랑자
34 단원,reap,"거두다, 수확하다"
34 단원,leap,"뛰다, 도약하다; 급격히 상승하다; 도약; 급증, 급등"
34 단원,impart,"(정보·비밀 등을) 알리다, 전하다; (나누어) 주다"
34 단원,import,"수입하다, 들여오다; 수입(품)"
34 단원,gasp,헐떡거림; 숨 막힘; 헐떡거리다; 숨이 막히다
34 단원,grasp,"붙잡다, 움켜쥐다; 붙잡기; 파악하다, 이해하다; 파악, 이해"
34 단원,mass,"덩어리; 다수, 다량; 대부분; 무리, 집단; (pl.)대중; 질량; 크기, 부피; 대량의; 대중의; 대규모의"
34 단원,stand up to,~에 맞서다[저항하다]
34 단원,show up,"나타나다, 나타내 보이다"
34 단원,beyond one’s reach,"~의 손이 닿지 않는 (곳에), ~의 힘이 미치지 않는"
34 단원,in an attempt to do,"~하려는 시도로, ~하려고 시도하면서"
34 단원,at odds with,~와 불화하여[마찰을 빚어]; ~과 상충하여
34 단원,straighten out,(문제·상황 등을) 바로잡다[해결하다]
35 단원,precise,"정확한, 정밀한; (사람이) 꼼꼼한, 엄격한"
35 단원,agricultural,농업[농경]의; 농학의
35 단원,differentiate,구별[차별]하다
35 단원,discriminate,구별[판별]하다; 차별하다
35 단원,craftsman,"장인(匠人), 공예가"
35 단원,migrate,이주[이동]하다
35 단원,regional,지역[지방]의
35 단원,supervisor,"관리자, 감시자"
35 단원,dwell,살다[거주하다]
35 단원,prosper,번영[번창]하다; 성공하다
35 단원,thrive,"번성하다, 번창하다; (동식물이) 잘 자라다"
35 단원,assure,"보장[보증]하다; 확신시키다, 안심시키다"
35 단원,incorporation,"합체[합동], 결합; 법인 조직, 회사"
35 단원,enforcement,(법률의) 시행[집행]; 강요[강제]
35 단원,spiral,"나선, 소용돌이; 나선형의; 나선형으로 움직이다"
35 단원,collision,"충돌, 부딪침; (이해·의견의) 대립, 상충"
35 단원,neutralize,"무효화하다, 상쇄시키다; 중립화하다; (화학 물질을) 중화하다"
35 단원,perish,"죽다; 썩어 없어지다, 소멸하다"
35 단원,parish,(교회·성당의) 교구
35 단원,grand,"웅장한, 장려한; 성대한; (사람이) 위엄 있는, 당당한; 원대한, 숭고한"
35 단원,grant,"주다, 수여하다; 승인하다; 수여; 보조금; 허가, 인가"
35 단원,sting,"쏘다, 찌르다; 따끔하게 하다; 고민하게 하다, 괴롭히다; 쏘기, 찌르기; 찌르는 듯한 아픔"
35 단원,stink,"악취를 풍기다; 악취, 고약한 냄새"
35 단원,commission,"(공적인 조사 등을 하는) 위원회; 위임(장); 위임 (사항); 수수료; 위임하다, 권한을 주다; 의뢰하다, 주문하다"
35 단원,take turns,교대로[번갈아] 하다
35 단원,shy away from,~을 피하다
35 단원,blend in with,"~과 섞이다, ~과 조화를 이루다"
35 단원,in common,공동[공통]으로
35 단원,at one’s disposal,~의 마음대로 이용[사용]할 수 있게
35 단원,sum up,~을 요약하다
36 단원,predator,포식자; 육식 동물; 약탈자
36 단원,authority,"권위[권력], 권한; (pl.)당국"
36 단원,prioritize,우선시하다; 우선순위를 정하다
36 단원,refreshment,"원기 회복, 상쾌하게 함; 가벼운 식사, 다과"
36 단원,exclusive,"배타적인; 독점적인, 전용의; 독점권; 독점 기사"
36 단원,polar,"북극[남극]의, 극지의; 정반대의"
36 단원,surgery,"외과, (외과) 수술"
36 단원,restoration,복원[복구]; 반환; (제도 등의) 부활; 회복
36 단원,asymmetry,"비대칭, 부조화, 불균형"
36 단원,equilibrium,"평형, 균형; (마음의) 평정(pl. equilibria)"
36 단원,infectious,전염성[전염병]의
36 단원,spit,(침을) 뱉다; 침; 침을 뱉기
36 단원,compatible,"양립할 수 있는, 모순 없는; 호환이 되는"
36 단원,glance,"흘긋 봄; 흘긋 보다, 훑어보다"
36 단원,glimpse,흘긋 봄; 얼핏[흘긋] 보다
36 단원,dispel,(걱정 등을) 떨쳐 버리다[없애다]
36 단원,chronic,만성적인; 만성 질환을 앓고 있는
36 단원,chronicle,연대기; 연대순으로 기록하다
36 단원,disguise,"숨기다, 속이다; 변장[가장]하다; 변장[가장] (도구)"
36 단원,inhibit,억제[저해]하다; 금하다
36 단원,inhabit,"살다, 거주하다; 서식하다"
36 단원,potent,"강한, 강력한; 설득력 있는"
36 단원,potential,"잠재적인, 가능성이 있는; 잠재력, 가능성"
36 단원,lean,"기대다, 의지하다; (몸을) 기울이다, 숙이다; 마른, 야윈; 기름기가 적은"
36 단원,turn to,~에 의지하다; ~로 변화하다
36 단원,sooner or later,조만간
36 단원,in comparison with,"~에 비해서, ~과 비교해 볼 때"
36 단원,sign up for,"~에 등록[가입]하다, ~을 신청하다"
36 단원,take charge of,~의 책임을 지다; ~을 떠맡다[돌보다]
36 단원,answer for,~에 대해 책임지다; ~을 보증하다
37 단원,sincere,"진실된, 진심에서 우러난"
37 단원,contemporary,"동시대의; 현대의, 당대의; 동시대 사람, 동년배"
37 단원,ignorance,"무지, 무식"
37 단원,loyalty,"충실, 충성(심); 성실"
37 단원,exotic,"외국산의, 외래의; 이국적인; 외래종; 외래어"
37 단원,postpone,미루다[연기하다]
37 단원,tactic,전술; 전략[작전]
37 단원,reconcile,화해시키다; 조화시키다; 조정[중재]하다
37 단원,enact,(법률을) 제정하다; 상연하다; ~의 역을 연기하다
37 단원,restrain,"저지[제지]하다; (감정 등을) 억누르다, 억제하다"
37 단원,attainable,달성할[이룰] 수 있는; 도달할 수 있는
37 단원,initiative,"새로운 계획; 시작, 개시; 주도권; 처음의, 발단의"
37 단원,splendid,"화려한, 웅장한; 멋있는"
37 단원,complementary,보충하는; 서로 보완하는
37 단원,supplemental,"보충의, 추가의; 추가된 것"
37 단원,patron,"후원자, 보호자, 은인; 단골손님, 고객"
37 단원,outlook,"(미래의) 전망, 예측; 관점, 견해; 경치"
37 단원,ban,"금하다, 금지하다; 금지(령)"
37 단원,barn,헛간
37 단원,cluster,"떼, 무리; (포도 등의) 송이; 무리를 이루다, 모이다"
37 단원,clutter,"잡동사니, 어수선함; 소란; 흩뜨리다, 어지르다"
37 단원,align,"일직선으로 놓다[놓이다], 정렬하다; 같은 태도를 취하게 하다, 제휴시키다"
37 단원,assign,"할당하다, 배정하다; 임명[지정]하다"
37 단원,tense,"시제; (줄 등이) 팽팽한; 긴장한, 긴박한; 부자연스러운, 어색한; 팽팽하게 하다[되다]; 긴장하다[시키다]"
37 단원,venture into,"~으로 과감히 들어가다, 과감히 ~을 하다"
37 단원,bump into,~와 우연히 마주치다
37 단원,come upon,~을 우연히 만나다[발견하다]
37 단원,in exchange for,"~의 교환으로, ~의 대가로"
37 단원,turn down,~을 거절하다; ~을 약하게 하다; (소리 등을) 낮추다
37 단원,by accident,우연히
38 단원,adaptation,"적응[순응], 적합; 각색, 개조"
38 단원,commute,"통근; 통근하다; 교환하다, 대체하다"
38 단원,innate,"타고난, 선천적인; 본질적인"
38 단원,parliament,"의회, 국회"
38 단원,exploit,"(부당하게) 이용하다; 착취하다; (자원을) 개발하다, 활용하다"
38 단원,render,"(어떤 상태가 되게) 만들다[하다]; (원조 등을) 주다, 제공하다; 표현하다, 묘사하다"
38 단원,proliferation,"급증, 확산; 증식"
38 단원,ripen,"익(히)다, 성숙하다[시키다]"
38 단원,utilize,활용[이용]하다
38 단원,restructure,"재구성하다, 개조[개혁]하다"
38 단원,reorganize,"재조직하다[되다], 개편하다"
38 단원,attribution,"돌림, 귀속(歸屬); 특성, 속성"
38 단원,strap,"가죽 끈, 혁대; 끈으로 묶다; 반창고를 붙이다"
38 단원,constrict,"압축하다, 죄다; 억제[제한]하다"
38 단원,compress,압축[압착]하다; 간결하게 하다; 요약하다
38 단원,pension,"연금, 생활 보조금"
38 단원,defy,"도전하다, 맞서다, 반항하다; 무시하다, 문제 삼지 않다"
38 단원,diploma,"졸업장, 수료증; 자격증"
38 단원,diplomatic,외교(상)의; 외교에 능한
38 단원,subtraction,"빼기, 공제; 뺄셈"
38 단원,substitution,"대리, 대용; 대체; 대리인, 대용품"
38 단원,immoral,"부도덕한, 비도덕적인"
38 단원,immortal,"불사의, 불멸의; 불사의 인물"
38 단원,utter,"입 밖에 내다, 말하다; 발음하다; 공표하다, 유포하다; 전적인, 완전한; 무조건의, 단호한, 절대적인"
38 단원,be subject to,~의 영향을 받다; ~의 지배를 받다; ~에 걸리기 쉽다
38 단원,step in,"개입하다, 돕고 나서다"
38 단원,burst out,갑자기 ~하다; ~을 터뜨리다
38 단원,in line with,"~에 따라, ~에 일치[부합]하여"
38 단원,be obsessed with,"~에 사로잡히다, ~에 집착하다"
38 단원,get by,"그럭저럭 살아 나가다, 그럭저럭 해내다"
39 단원,emerge,"나오다, 나타나다; 드러나다, 밝혀지다"
39 단원,extensive,"넓은, 광대한; 광범위에 걸친, 포괄적인"
39 단원,comprehensive,"포괄적인, 종합적인; 이해력이 있는"
39 단원,marine,바다[해양]의; 선박의; 해군의
39 단원,pesticide,"살충제, 농약"
39 단원,launch,개시[착수]하다; 출시하다; 발사하다; 개시; 출시; 발사
39 단원,salient,"현저한, 두드러진; 핵심적인; 돌출한"
39 단원,unprecedented,"전례 없는; 새로운, 신기한"
39 단원,extraordinary,"비상[비범]한, 보통이 아닌; 별난, 놀라운"
39 단원,shovel,삽; 삽으로 파다
39 단원,renowned,"저명한, 유명한"
39 단원,profession,"직업, 전문직"
39 단원,rotation,회전; (지구의) 자전; 순환; 교대
39 단원,backfire,역효과를 낳다
39 단원,intermediate,중간의; 중급의; 중간에 있는 것; 중개인
39 단원,stun,기절시키다; 깜짝 놀라게 하다
39 단원,persistence,"고집, 끈기; 지속; 영속"
39 단원,miser,"구두쇠, 자린고비"
39 단원,misery,"비참함, 궁핍; 불행, 고뇌"
39 단원,condense,"응축하다[시키다], 압축[농축]하다; (사상·표현 등을) 요약하다, 간추리다"
39 단원,condemn,비난[힐난]하다; 선고하다; 운명짓다
39 단원,textile,"직물, 섬유; 직물의"
39 단원,textual,"원문[본문]의; 원문대로의, 문자대로의"
39 단원,bound,"경계, 한계; 경계를 긋다, 제한하다; (껑충껑충) 뛰다; 튀어 오르다; ~해야 하는; ~할 가능성이 큰; ~행의, ~에 가려고 하는"
39 단원,amount to,(합계가) ~에 이르다[달하다]; ~과 마찬가지다
39 단원,strive for,~을 위해 노력하다[힘쓰다]
39 단원,in respect of,~에 관해서는
39 단원,with regard to,"~과 관련하여, ~에 관해서는"
39 단원,blow up,"폭파하다, 터뜨리다; 화를 내다"
39 단원,ward off,"~을 물리치다, ~을 피하다"
40 단원,ethical,"윤리적인, 도덕(상)의"
40 단원,frequency,"빈도; 빈발, 잦음; 주파수; 진동수"
40 단원,overjoyed,매우 기뻐하는
40 단원,stereotype,"고정 관념, 정형화된 생각; 정형화하다"
40 단원,voluntary,"자발적인, 임의의; 고의의, 계획적인"
40 단원,soak,"(물에) 담그다, 흠뻑 적시다"
40 단원,drain,"배수하다, (물이) 빠지다; 소모시키다, 고갈시키다; 배수관, 방수로"
40 단원,replacement,"대체, 교체; 대체자[물]; 반환, 복직"
40 단원,estate,"토지; 사유지; 재산권, 부동산권"
40 단원,scarcity,"부족, 결핍; 드묾, 희귀"
40 단원,surplus,"나머지[잔여]; 과잉, 잉여물; 나머지[잔여]의; 과잉의, 잉여의"
40 단원,biosphere,생물권
40 단원,entangle,얽히게 하다; (덫 등에) 말려들게 하다
40 단원,intertwine,"뒤얽(히)다, 엮(이)다; 엉클어지다"
40 단원,subsidy,"보조금, 장려금"
40 단원,damp,"습기 찬, 축축한; 습기, 물기; 축축하게 하다"
40 단원,pillar,"기둥, 지주; 대들보; 기념비[탑]"
40 단원,segment,"단편, 조각, 부분; 나누다, 분할하다"
40 단원,sediment,"침전물, 퇴적물"
40 단원,competent,"유능한, (~할) 역량이 있는; 요구에 맞는, 충분한"
40 단원,competitive,경쟁의; 경쟁력이 있는
40 단원,sew,"꿰매다, 바느질하다"
40 단원,sow,"(씨를) 뿌리다, 심다"
40 단원,toll,"통행료, 사용세; 희생, 대가; 사상자 수; 종소리; 징수하다, 부과하다; (종 등이) 울리다, 치다"
40 단원,anything but,결코[전혀] ~이 아닌
40 단원,struggle with,"~로 고생하다, ~을 해결하려고 애쓰다"
40 단원,by nature,"선천적으로, 본래"
40 단원,in the face of,~에 직면하여; ~에도 불구하고
40 단원,bring ~ to life,"~에 생명[활기]을 불어넣다, ~을 회생시키다; (이야기 등을) 재미있게 하다"
40 단원,yield to,~에게 양보하다; ~에 굴복하다
